timeframe,dataset_id,bar_id,session_date,start_timestamp,end_timestamp,completion,actual_duration_minutes,open,high,low,close,volume,source_bar_count
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d2df4a8fbcf4ef51567cab9b7ff5315a2e9c0e571d6e26760ea412c3cbb807fb,2024-06-26,2024-06-26T16:55:00+00:00,2024-06-26T17:00:00+00:00,completed,5,501.97,502.02,501.94,501.99,1197,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,4095450c3d47e31324ba480812b50b3d54a86acd26968da4c1b70318abfd10f6,2024-06-26,2024-06-26T17:00:00+00:00,2024-06-26T17:05:00+00:00,completed,5,501.98,502.03,501.95,502,1198,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,289e1e73492f1e162d1646a2db2c9cd54161286426cd0c77758e0ff7978b2ef6,2024-06-26,2024-06-26T17:05:00+00:00,2024-06-26T17:10:00+00:00,completed,5,501.99,502.04,501.96,502.01,1199,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,8b5c7e994ca84c7cce3099248a65a10cce654e6fdc6f6a180bf3498a45c03b1b,2024-06-26,2024-06-26T17:10:00+00:00,2024-06-26T17:15:00+00:00,completed,5,502,502.05,501.97,502.02,1200,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,3b86a9cb32766c01f0d56b79ac7919d6f6958645772bdc1c8d58d84d692f6200,2024-06-26,2024-06-26T17:15:00+00:00,2024-06-26T17:20:00+00:00,completed,5,502.01,502.06,501.98,502.03,1201,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,2a0ce3f21d3235d0beaea099d365ae98b3ae3e6aac8494f6296161bd722d89ca,2024-06-26,2024-06-26T17:20:00+00:00,2024-06-26T17:25:00+00:00,completed,5,502.02,502.07,501.99,502.04,1202,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,e616993b4e783f95546ee8538a51a1e819590219a4b87a2b32ceb082d176b5f6,2024-06-26,2024-06-26T17:25:00+00:00,2024-06-26T17:30:00+00:00,completed,5,502.03,502.08,502,502.05,1203,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,f9b07f2dd0ac674041ffa3c1dc4dfd583c01301f0549b6481f2c70eb2e7697d5,2024-06-26,2024-06-26T17:30:00+00:00,2024-06-26T17:35:00+00:00,completed,5,502.04,502.09,502.01,502.06,1204,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,99e279208f798b286cb5209c24bb640ea3a099afd66f00ba0040142e64798f96,2024-06-26,2024-06-26T17:35:00+00:00,2024-06-26T17:40:00+00:00,completed,5,502.05,502.1,502.02,502.07,1205,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,4c02d5ed4b096a49327daa54952229f825ffe623afb2c6f5ea7dc06e42521c01,2024-06-26,2024-06-26T17:40:00+00:00,2024-06-26T17:45:00+00:00,completed,5,502.06,502.11,502.03,502.08,1206,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,6d7ecd6776ee1591227f20ab45ae98b0531acf7d9afc794e91d0796e92aee81f,2024-06-26,2024-06-26T17:45:00+00:00,2024-06-26T17:50:00+00:00,completed,5,502.07,502.12,502.04,502.09,1207,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,8c66b0ded143bf60c7690021f66c3147dab4114ef1fd41e81236936524d384c5,2024-06-26,2024-06-26T17:50:00+00:00,2024-06-26T17:55:00+00:00,completed,5,502.08,502.13,502.05,502.1,1208,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,3f576fb6d664b89e11ede63f606e94781cbf34213c183f3a5a004f54d7e69dfd,2024-06-26,2024-06-26T17:55:00+00:00,2024-06-26T18:00:00+00:00,completed,5,502.09,502.14,502.06,502.11,1209,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,239c4fd5205265a70677c0805f6b9887b1dea9409d0826241eb29ab3bec638b4,2024-06-26,2024-06-26T18:00:00+00:00,2024-06-26T18:05:00+00:00,completed,5,502.1,502.15,502.07,502.12,1210,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,e11e6a05c58484d1d73117d87c7807f0945859a163ca3d7357ff0272c959e67c,2024-06-26,2024-06-26T18:05:00+00:00,2024-06-26T18:10:00+00:00,completed,5,502.11,502.16,502.08,502.13,1211,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,7b8a157f4373f202af7ed8de1f051d542b8ff17b049577d78bdb4748b663ef22,2024-06-26,2024-06-26T18:10:00+00:00,2024-06-26T18:15:00+00:00,completed,5,502.12,502.17,502.09,502.14,1212,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,c4dc257eac47bb91ebbed51e21666ada2ef1777830ac94ae6298dbc105087b69,2024-06-26,2024-06-26T18:15:00+00:00,2024-06-26T18:20:00+00:00,completed,5,502.13,502.18,502.1,502.15,1213,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,67b0f70e9639c7630c2a44d6f5d036d2405ee3d81a5767493291bc73deeb4183,2024-06-26,2024-06-26T18:20:00+00:00,2024-06-26T18:25:00+00:00,completed,5,502.14,502.19,502.11,502.16,1214,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,b73152d48d92a6cb3f914232c20bc61d2458809884dfb16e968c7438ca22a8f2,2024-06-26,2024-06-26T18:25:00+00:00,2024-06-26T18:30:00+00:00,completed,5,502.15,502.2,502.12,502.17,1215,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,30159c106607aaa835ea82beeb19cc3c5ae83df111a95c14564d77f8314e17e4,2024-06-26,2024-06-26T18:30:00+00:00,2024-06-26T18:35:00+00:00,completed,5,502.16,502.21,502.13,502.18,1216,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,60171d11ffaf06abe4982041bfaf6252269cef1972cc23a3a58a69b9462ae8ca,2024-06-26,2024-06-26T18:35:00+00:00,2024-06-26T18:40:00+00:00,completed,5,502.17,502.22,502.14,502.19,1217,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,4ebbb800661318ad6c3678e3dd6465ed04596a145ad92f9020dc101e4988c63c,2024-06-26,2024-06-26T18:40:00+00:00,2024-06-26T18:45:00+00:00,completed,5,502.18,502.23,502.15,502.2,1218,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,89052f4f41b0e1cdd4a42baa122b9df817663790c7fd9697acb91ebd8c9e79c7,2024-06-26,2024-06-26T18:45:00+00:00,2024-06-26T18:50:00+00:00,completed,5,502.19,502.24,502.16,502.21,1219,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,c3a5ddc27abbd2c2b4c3ebb0d0ec8b7643911df526f6580a27a9065ee44eb4ba,2024-06-26,2024-06-26T18:50:00+00:00,2024-06-26T18:55:00+00:00,completed,5,502.2,502.25,502.17,502.22,1220,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,e838dd0ece4eac2867b186584d85ee0edb3373850a994da223c9a88b96076ec5,2024-06-26,2024-06-26T18:55:00+00:00,2024-06-26T19:00:00+00:00,completed,5,502.21,502.26,502.18,502.23,1221,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,46b6dd9e82027d605de7a98e3546fe9be1777c392a304bf60fda555026225c19,2024-06-26,2024-06-26T19:00:00+00:00,2024-06-26T19:05:00+00:00,completed,5,502.22,502.27,502.19,502.24,1222,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,ce32914db33277843eeb538c984e72c060c7ab9697c7252b6280653c90b88636,2024-06-26,2024-06-26T19:05:00+00:00,2024-06-26T19:10:00+00:00,completed,5,502.23,502.28,502.2,502.25,1223,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d01db0ed96bb83d710103d48c4749d02e475a25d8f1b3474f83f56e3531ac4d4,2024-06-26,2024-06-26T19:10:00+00:00,2024-06-26T19:15:00+00:00,completed,5,502.24,502.29,502.21,502.26,1224,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,32a6fe7d8cb25cb992b58bf95a2c656206ff87a7a0d29f0a0d1ad6771253dca0,2024-06-26,2024-06-26T19:15:00+00:00,2024-06-26T19:20:00+00:00,completed,5,502.25,502.3,502.22,502.27,1225,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,7e5ef0189980775c11b964d22594f8e7e572cf6206c92d4b75c0331c67902cf3,2024-06-26,2024-06-26T19:20:00+00:00,2024-06-26T19:25:00+00:00,completed,5,502.26,502.31,502.23,502.28,1226,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,757c446dd64f06a3bfffcaa88b7f9a1eccae64ef9a703eb590ed47ab0fd7b9e7,2024-06-26,2024-06-26T19:25:00+00:00,2024-06-26T19:30:00+00:00,completed,5,502.27,502.32,502.24,502.29,1227,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,15910754a2841d3068c61c08453458427d6f1fbc7493c1c9ec34cb9478a1d2b9,2024-06-26,2024-06-26T19:30:00+00:00,2024-06-26T19:35:00+00:00,completed,5,502.28,502.33,502.25,502.3,1228,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,2d110f59346d8c598d4cfae62ea668866dcc7634a19e536f6775cd440c2105a5,2024-06-26,2024-06-26T19:35:00+00:00,2024-06-26T19:40:00+00:00,completed,5,502.29,502.34,502.26,502.31,1229,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,f97759853c75e223a86d5b9c36cea6ea54aa953d7cb52782264c0bd904043536,2024-06-26,2024-06-26T19:40:00+00:00,2024-06-26T19:45:00+00:00,completed,5,502.3,502.35,502.27,502.32,1230,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d16e4046fc7711cff7623b4424271605bc74e03bae0b7b21ec07619873231db9,2024-06-26,2024-06-26T19:45:00+00:00,2024-06-26T19:50:00+00:00,completed,5,502.31,502.36,502.28,502.33,1231,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,0d4651990007cc70f1508933c2ccc1d3f9b900c3f5d302290792bd800e3c7b76,2024-06-26,2024-06-26T19:50:00+00:00,2024-06-26T19:55:00+00:00,completed,5,502.32,502.37,502.29,502.34,1232,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,e52f3eba7f520b3ac2dd1a218cb9f1bab361415553c347a9173eba84c7af71c1,2024-06-26,2024-06-26T19:55:00+00:00,2024-06-26T20:00:00+00:00,completed,5,502.33,502.38,502.3,502.35,1233,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d0cbc99a7b186bf71d8bf95dda10bde79b2dedd4d5b3874c088eab0e54d83157,2024-06-27,2024-06-27T13:30:00+00:00,2024-06-27T13:35:00+00:00,completed,5,502.34,502.39,502.31,502.36,1234,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,70d02c32c12a29c552a19de8c3a246d8d0ad8402be307031c264f9128c62f783,2024-06-27,2024-06-27T13:35:00+00:00,2024-06-27T13:40:00+00:00,completed,5,502.35,502.4,502.32,502.37,1235,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d5ab8b5cc3c6b10c1e4d30a1dad7fd947d7e42754356d80d21ef0c024dc384f5,2024-06-27,2024-06-27T13:40:00+00:00,2024-06-27T13:45:00+00:00,completed,5,502.36,502.41,502.33,502.38,1236,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,a0f64a1428eadc15e3665c884a5afc08ad509b895af8edd238c875e2413df291,2024-06-27,2024-06-27T13:45:00+00:00,2024-06-27T13:50:00+00:00,completed,5,502.37,502.42,502.34,502.39,1237,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,4a01b57c41de7de20b97e64f8f276208dd9112de3e6459ec9c922cebd0ad56ab,2024-06-27,2024-06-27T13:50:00+00:00,2024-06-27T13:55:00+00:00,completed,5,502.38,502.43,502.35,502.4,1238,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,78aa0a780094d194b37fcc3adaaf64cf07ee64db5d36d90a27698e3b064f7a01,2024-06-27,2024-06-27T13:55:00+00:00,2024-06-27T14:00:00+00:00,completed,5,502.39,502.44,502.36,502.41,1239,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,07ce7bf8326e8428a5d46bc4288b4ed8131ccdcad244b66bcb1c6434cc8a6ffd,2024-06-27,2024-06-27T14:00:00+00:00,2024-06-27T14:05:00+00:00,completed,5,502.4,502.45,502.37,502.42,1240,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,2474cc9a62ac9692d3d5907ac01f57518bd86bd475c0195871bbf3b95554921d,2024-06-27,2024-06-27T14:05:00+00:00,2024-06-27T14:10:00+00:00,completed,5,502.41,502.46,502.38,502.43,1241,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,9ee96cbdb06d01cb9c1c0f978d3f9a6a5ab01f77e4f323e37217d72ed17121f4,2024-06-27,2024-06-27T14:10:00+00:00,2024-06-27T14:15:00+00:00,completed,5,502.42,502.47,502.39,502.44,1242,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,6fa3fbe3a5bd898f6ed6c881d5cadb517d2f11b19086fd96d650c980da2ca193,2024-06-27,2024-06-27T14:15:00+00:00,2024-06-27T14:20:00+00:00,completed,5,502.43,502.48,502.4,502.45,1243,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,fc4e503d9347b109f0a3860d44b5c1f9e6ec5383fe564cf69f168274474edbe9,2024-06-27,2024-06-27T14:20:00+00:00,2024-06-27T14:25:00+00:00,completed,5,502.44,502.49,502.41,502.46,1244,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,622acb059dbc3fc2087929038e9507122583ce5352af0ab92c49d7c5d6aa88d2,2024-06-27,2024-06-27T14:25:00+00:00,2024-06-27T14:30:00+00:00,completed,5,502.45,502.5,502.42,502.47,1245,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,6e1b96476450a4ba1cd0765fe2465e70e0a03ff4840b25d359eba583be906923,2024-06-27,2024-06-27T14:30:00+00:00,2024-06-27T14:35:00+00:00,completed,5,502.46,502.51,502.43,502.48,1246,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,8bf525efc0f584c72d61361930174e61cefac949cf67190930ffcd3a3df8dde6,2024-06-27,2024-06-27T14:35:00+00:00,2024-06-27T14:40:00+00:00,completed,5,502.47,502.52,502.44,502.49,1247,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,646498e0c283bfad3f8af62415de944c1d029df0b2be09dfce89cd103a802fef,2024-06-27,2024-06-27T14:40:00+00:00,2024-06-27T14:45:00+00:00,completed,5,502.48,502.53,502.45,502.5,1248,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,1ded54931c5c40bd6087d93f8adcb338a6febea53f4c38a939a2e60fea24be29,2024-06-27,2024-06-27T14:45:00+00:00,2024-06-27T14:50:00+00:00,completed,5,502.49,502.54,502.46,502.51,1249,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,4835a74fe4f09264a1ba2a125c4342813a74636b6304ebc0c1a93702f402c764,2024-06-27,2024-06-27T14:50:00+00:00,2024-06-27T14:55:00+00:00,completed,5,502.5,502.55,502.47,502.52,1250,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,4330a23b7352b27e608dd0b0b1c7a43d23a1780fd22ffed00248828531b403ba,2024-06-27,2024-06-27T14:55:00+00:00,2024-06-27T15:00:00+00:00,completed,5,502.51,502.56,502.48,502.53,1251,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,dcbb7b8d40eceb1430800755c8e60d0043b769fc834125b682b4a2034c51f0aa,2024-06-27,2024-06-27T15:00:00+00:00,2024-06-27T15:05:00+00:00,completed,5,502.52,502.57,502.49,502.54,1252,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,3dc5af49b3de119101d6dedbc77ddaec3f42033cbc492ff561e951b984389a8a,2024-06-27,2024-06-27T15:05:00+00:00,2024-06-27T15:10:00+00:00,completed,5,502.53,502.58,502.5,502.55,1253,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,232a1382ab18719ebe43bbf03cd70966fd1580d935a6f7e0bdeb14cdc2023968,2024-06-27,2024-06-27T15:10:00+00:00,2024-06-27T15:15:00+00:00,completed,5,502.54,502.59,502.51,502.56,1254,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,49ddcfb92fcb9eb8533f64c8ebc95434a3af24b381df375ff9b9e05174ff4fd8,2024-06-27,2024-06-27T15:15:00+00:00,2024-06-27T15:20:00+00:00,completed,5,502.55,502.6,502.52,502.57,1255,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,7bcf159e4edb8c3d71213bb1d119bc3e2efc6fd8f25a27dc8cd7042a6f4f7eaf,2024-06-27,2024-06-27T15:20:00+00:00,2024-06-27T15:25:00+00:00,completed,5,502.56,502.61,502.53,502.58,1256,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,bc7a1ff8fd3b2dec9ffcd4773ebdaef362e2b7db8e7093504cda25611e6d202e,2024-06-27,2024-06-27T15:25:00+00:00,2024-06-27T15:30:00+00:00,completed,5,502.57,502.62,502.54,502.59,1257,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,eadab1447a70ecc5c6eaec69938c2982b9686cb0052e88eeee8802b76487a716,2024-06-27,2024-06-27T15:30:00+00:00,2024-06-27T15:35:00+00:00,completed,5,502.58,502.63,502.55,502.6,1258,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,96fdf7b9ae7eda16b32fb30cf63444b7b2d1fd05065300b2f3a41cbec3560593,2024-06-27,2024-06-27T15:35:00+00:00,2024-06-27T15:40:00+00:00,completed,5,502.59,502.64,502.56,502.61,1259,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d65d97fe5c7942511ace44dbee23735a68ea452bc48a47de55e792447c8c733f,2024-06-27,2024-06-27T15:40:00+00:00,2024-06-27T15:45:00+00:00,completed,5,502.6,502.65,502.57,502.62,1260,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,3c1bab827990dd18fefb8821b6e360534d407a54c66f7b8b01f6752dfd66c4af,2024-06-27,2024-06-27T15:45:00+00:00,2024-06-27T15:50:00+00:00,completed,5,502.61,502.66,502.58,502.63,1261,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,cddbfcb50e94d0d8a4445e3ce5b2a6a96f2c42136d7d89633fa80542a33f747b,2024-06-27,2024-06-27T15:50:00+00:00,2024-06-27T15:55:00+00:00,completed,5,502.62,502.67,502.59,502.64,1262,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,ca11ac754f94bcfcfb94c73c0af6929539080f0209eeddead11849efe462a659,2024-06-27,2024-06-27T15:55:00+00:00,2024-06-27T16:00:00+00:00,completed,5,502.63,502.68,502.6,502.65,1263,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,6cf87d76bd3d5af8bfd29fad0777d2b20d56b2b15acf9928dd7f9c204140f7a8,2024-06-27,2024-06-27T16:00:00+00:00,2024-06-27T16:05:00+00:00,completed,5,502.64,502.69,502.61,502.66,1264,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,44158835316fa641508faad03f7aa8b2bacc6057bf5af3418d462c45691b948d,2024-06-27,2024-06-27T16:05:00+00:00,2024-06-27T16:10:00+00:00,completed,5,502.65,502.7,502.62,502.67,1265,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,b5b87d14759a269f7efa358c95cdbfb09d45e015df1234b6c85380fd7d91c2df,2024-06-27,2024-06-27T16:10:00+00:00,2024-06-27T16:15:00+00:00,completed,5,502.66,502.71,502.63,502.68,1266,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,291d0b20e0a5b9f154b5c008ee0088658a4782b40bd1fd08830914cbc1932379,2024-06-27,2024-06-27T16:15:00+00:00,2024-06-27T16:20:00+00:00,completed,5,502.67,502.72,502.64,502.69,1267,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d2d40697e470fb280e0c4245ad94d9a52de1262248bc59488e64393534e9420c,2024-06-27,2024-06-27T16:20:00+00:00,2024-06-27T16:25:00+00:00,completed,5,502.68,502.73,502.65,502.7,1268,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,00a9c372d35d064f4a27c0fc311c50e95e69c422141bf9a4de5ce5ea30f3e0ba,2024-06-27,2024-06-27T16:25:00+00:00,2024-06-27T16:30:00+00:00,completed,5,502.69,502.74,502.66,502.71,1269,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,78185259f67f786669bfd5666635ccc3fba3af5bfa7b0b2b111bd27559664fcf,2024-06-27,2024-06-27T16:30:00+00:00,2024-06-27T16:35:00+00:00,completed,5,502.7,502.75,502.67,502.72,1270,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,9218c92bc1bfc18600eeecf3502b4e8c278f39d8d5f03350968b05bca1f036d7,2024-06-27,2024-06-27T16:35:00+00:00,2024-06-27T16:40:00+00:00,completed,5,502.71,502.76,502.68,502.73,1271,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,cde59d3e9addbaac0758be6bde487b4d932230d8e071408a4e2890398a444296,2024-06-27,2024-06-27T16:40:00+00:00,2024-06-27T16:45:00+00:00,completed,5,502.72,502.77,502.69,502.74,1272,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,0169c5c13c430b5aed8188ca40d38dd682e952bccd30ad42634c790eb20087db,2024-06-27,2024-06-27T16:45:00+00:00,2024-06-27T16:50:00+00:00,completed,5,502.73,502.78,502.7,502.75,1273,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,f16a068b3d8610d03878c07d53df1b473042fac626e3b7dfae28d74926d138d9,2024-06-27,2024-06-27T16:50:00+00:00,2024-06-27T16:55:00+00:00,completed,5,502.74,502.79,502.71,502.76,1274,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,bf90c2455efd6e60e48bc525f708d79ccdfe1544b529c2ecb61f3eee97122ef7,2024-06-27,2024-06-27T16:55:00+00:00,2024-06-27T17:00:00+00:00,completed,5,502.75,502.8,502.72,502.77,1275,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,b925d2221d898f4f915dcf8d7e16e72378c35c9a8b5c28b678c21030729f06d0,2024-06-27,2024-06-27T17:00:00+00:00,2024-06-27T17:05:00+00:00,completed,5,502.76,502.81,502.73,502.78,1276,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,fb12072384d95bf578a0de7a9bb43c62b65bf35003d652dc85dcf1956b845a56,2024-06-27,2024-06-27T17:05:00+00:00,2024-06-27T17:10:00+00:00,completed,5,502.77,502.82,502.74,502.79,1277,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,0cf606abde0435c0847ac88632ab781c820cb577f16492397d317dcc970936d5,2024-06-27,2024-06-27T17:10:00+00:00,2024-06-27T17:15:00+00:00,completed,5,502.78,502.83,502.75,502.8,1278,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,e13c10711226d683daaeaa27b9baf7a5232e1fedabe4857d2469da4a839ef66c,2024-06-27,2024-06-27T17:15:00+00:00,2024-06-27T17:20:00+00:00,completed,5,502.79,502.84,502.76,502.81,1279,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d3e036e62ebc137791aaec07840f164a1953a8f2c76bcf4ad84064593a119d3b,2024-06-27,2024-06-27T17:20:00+00:00,2024-06-27T17:25:00+00:00,completed,5,502.8,502.85,502.77,502.82,1280,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,00f5662123530e64e73e44fa77b1422ad80fd37e357371bcc0f68e8a09dafbfb,2024-06-27,2024-06-27T17:25:00+00:00,2024-06-27T17:30:00+00:00,completed,5,502.81,502.86,502.78,502.83,1281,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,57caaf3b5c012550e66b0848f50966c17ec7c07bf719450f2f9fcc8743511347,2024-06-27,2024-06-27T17:30:00+00:00,2024-06-27T17:35:00+00:00,completed,5,502.82,502.87,502.79,502.84,1282,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,7e657b3d3c5c5e55015fbcc662fae4e0ee21ce5aedc9d55615e9c66947398c4b,2024-06-27,2024-06-27T17:35:00+00:00,2024-06-27T17:40:00+00:00,completed,5,502.83,502.88,502.8,502.85,1283,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,e3729191e599feee55496802736bc29ce1aaac9211cdcaded6da4e072b9f83e2,2024-06-27,2024-06-27T17:40:00+00:00,2024-06-27T17:45:00+00:00,completed,5,502.84,502.89,502.81,502.86,1284,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,844d63b852991c72cddb0d1f5e4d67c5c2bb556b3ae3ad0726107e37be9fe30a,2024-06-27,2024-06-27T17:45:00+00:00,2024-06-27T17:50:00+00:00,completed,5,502.85,502.9,502.82,502.87,1285,1
